First name,Last name,Uni ID,Institution,Department,Email address,Groups,Assignment: Assignment 1 (SQL): Marks and Feedback (Real),Assignment: Assignment 2 (Database Theory): Marks and Feedback (Real),Quiz: NoSQL Test (Real),Total marks for quizzes (Real),Lab activities (Lab 1-8) (Real),Final Exam (Real),"Quiz: Quiz for Week 2 (deadline: 11:59pm, Aug 1, Tuesday) (Real)","Quiz: Quiz for Week 3 (deadline 23:59, August 8, Tuesday) (Real)","Quiz: Quiz for Week 4 (deadline: 11:59pm, August 15, Tuesday) (Real)","Quiz: Quiz for Week 5 (deadline: 11:59pm, 22 August, Tuesday) (Real)","Quiz: Quiz for Week 6 (deadline: 11:59pm, 29 August, Tuesday) (Real)","Quiz: Quiz for Week 7 (deadline: 11:59pm, 19 September, Tuesday) (Real)","Quiz: Quiz for Week 8 (deadline 11:59pm, 26 September, Tuesday) (Real)","Quiz: Quiz for Week 9 (deadline: 23:59, 3 October, Tuesday) (Real)","Quiz: Quiz for Week 10 (deadline: 11:59pm, October 10, Tuesday) (Real)","Quiz: Quiz for Week 11 (deadline: 11:59pm, 17 October, Tuesday) (Real)",Attendance: Lab Engagement (Real),Attendance: Lab 8 Engagement (Real),Quiz: DA/PX Exam (Real),Course total (Real),Last downloaded from this course
WGCVLX,HYGWRP,u0000388,,,u0000388@anu.edu.au,[MyTT] ComA/09 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),18.6,4.3,3.6,2.8,2.1,25.9,0.4,0.6,0.4,0.2,-,0.2,0.4,0.3,0.3,0.5,102.8,-,-,55.4,1710372716
HXFLYT,HLKCDB,u0000389,,,u0000389@anu.edu.au,[MyTT] ComA/02 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 1 (01) Wed Oct 11 16:00 - 18:00 (CSIT N115/N116),18.2,12.9,3.2,3.4,2.1,35,0.5,0.6,0.5,0.4,-,0.3,0.3,0.5,0.6,0.6,108.1,106.8,-,70.6,1710372716
RUATHH,IYINNN,u0000390,,,u0000390@anu.edu.au,[MyTT] ComA/15 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 1 (02) Mon Oct 16 14:00 - 16:00 (HN 1.24),20.8,14.1,4.6,3.6,2,40.5,0.3,0.5,0.6,0.4,0.6,0.5,0.5,0.5,0.4,0.6,69.7,-,-,78.3,1710372716
MGPXFH,QBXTMV,u0000391,,,u0000391@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/21 (Classes 7460/7511),10.1,10.7,2.8,3.3,2.2,25.7,0.6,0.6,0.5,0.2,0.5,0.4,0.6,0.4,0.5,0.5,91.9,-,-,56.5,1710372716
UHSBUG,GVCBEL,u0000392,,,u0000392@anu.edu.au,[MyTT] ComA/17 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),20.5,16,4.9,3.2,2.3,53.9,0.5,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.4,0.4,92,-,-,92.9,1710372716
LNUMLZ,ZMFRQX,u0000393,,,u0000393@anu.edu.au,[MyTT] ComA/01 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),13.6,6.6,-,2.8,2.2,15.1,0.3,0.6,0.3,0.1,0.5,0.2,0.5,-,0.2,0.5,55.6,-,-,42,1710372716
LNGKIN,YQOVIF,u0000394,,,u0000394@anu.edu.au,[MyTT] ComA/17 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 2 (02) Mon Oct 16 12:00 - 14:00 (HN 1.24),19.8,15.5,4.1,3.3,2.4,50.7,0.5,0.5,0.5,0.6,0.6,0.6,0.4,0.6,0.6,0.5,98,-,-,95.5,1710372716
UMGUCK,QBNQRJ,u0000395,,,u0000395@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/23 (Classes 7460/7511);Lab 8 Option 2 (02) Mon Oct 16 12:00 - 14:00 (HN 1.24),6.5,5.1,4,3.1,2.3,17.6,0.4,0.6,0.3,0.1,0.5,0.2,0.2,0.4,0.4,0.6,59.9,-,-,35.9,1710372716
GBTUBT,YVMLEM,u0000396,,,u0000396@anu.edu.au,[MyTT] ComA/14 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),20.6,13.3,3,3.1,2.4,45.7,0.6,0.5,0.6,0.6,0.5,0.3,0.5,0.5,-,-,52.2,-,-,85.4,1710372716
JNJQKZ,DODRIY,u0000397,,,u0000397@anu.edu.au,[MyTT] ComA/01 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Supplementary and Deferred Exam,13.4,10.9,4.4,1.4,2.1,-,0.5,0.6,0.2,0.2,-,-,-,-,-,-,53.5,-,31.2,32.9,1710372716
VRNITE,DTMERN,u0000398,,,u0000398@anu.edu.au,[MyTT] ComA/17 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),23.7,12.6,4.5,3.1,2.1,40.8,0.6,0.6,0.5,0.5,0.5,-,0.6,0.5,0.5,-,85,-,-,84.3,1710372716
IPHPQF,PILLHE,u0000399,,,u0000399@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/21 (Classes 7460/7511);Lab 8 Option 2 (01) Tue Oct 10 8:00 - 10:00 (CSIT N115/N116);Lab 8 Option 2 (02) Mon Oct 16 12:00 - 14:00 (HN 1.24),17.8,14.1,4.3,3,2.3,29.7,0.4,0.6,0.5,0.5,0.6,0.5,0.6,0.5,0.3,0.5,60,-,-,72,1710372716
ZEKHSE,WNJISP,u0000400,,,u0000400@anu.edu.au,[MyTT] ComA/08 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 1 (01) Wed Oct 11 16:00 - 18:00 (CSIT N115/N116);Lab 8 Option 3 (01) Thu Oct 12 18:00 - 20:00 (HN 1.24),19.4,10.3,4,3.4,2.4,25.4,0.6,0.5,0.3,0.3,0.5,0.3,0.6,0.4,0.3,0.5,66.4,0,-,58.6,1710372716
OQFCGX,SOPLTX,u0000401,,,u0000401@anu.edu.au,[MyTT] ComA/18 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 2 (02) Mon Oct 16 12:00 - 14:00 (HN 1.24);Lab 8 Option 3 (02) Mon Oct 16 16:00 - 18:00 (HN 1.24),19.3,14.7,4.1,3.4,2.1,33.5,0.3,0.5,0.5,0.6,0.5,0.4,0.5,0.6,0.5,0.5,79.5,-,-,72.8,1710372716
WMGWWB,XQJPOF,u0000402,,,u0000402@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/24 (Classes 7460/7511);Lab 8 Option 1 (02) Mon Oct 16 14:00 - 16:00 (HN 1.24);Supplementary and Deferred Exam,6.3,9.9,4.3,2.2,2.1,-,-,0.5,0.2,-,0.6,0,-,0.4,0.4,-,54.9,-,23.9,24.7,1710372716
OKQDBD,CSFQFD,u0000403,,,u0000403@anu.edu.au,[MyTT] ComA/06 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 2 (02) Mon Oct 16 12:00 - 14:00 (HN 1.24),18.3,8.7,1.5,2.8,2.4,37.7,0.3,0.6,0.2,0.4,0.4,0.4,0.5,0.2,0.4,0.5,81.1,110.6,-,71.5,1710372716
VOHBBC,PYGGJM,u0000404,,,u0000404@anu.edu.au,[MyTT] ComA/17 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),17.3,11.4,-,1.3,2.2,47,0.6,0.4,0.4,-,-,-,-,-,-,-,93.7,-,-,84.8,1710372716
EQQRLE,NPLPLI,u0000405,,,u0000405@anu.edu.au,[MyTT] ComA/01 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),13.2,11.5,3.2,3,2.3,30.7,0.4,0.6,0.3,0.4,0.5,0.5,0.5,0.3,0.4,0.5,103.8,-,-,64.1,1710372716
NHNUHT,PEJWMK,u0000406,,,u0000406@anu.edu.au,[MyTT] ComA/10 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),19.4,9.6,1.8,2.6,2.2,32,0.2,0.6,0.5,0.3,-,0.4,0.4,0.3,0.4,0.5,75.4,-,-,67.9,1710372716
EYGBFF,MKGREP,u0000407,,,u0000407@anu.edu.au,[MyTT] ComA/02 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 2 (01) Tue Oct 10 8:00 - 10:00 (CSIT N115/N116),19.3,11.9,4.7,3.1,2.2,37.3,0.6,-,0.4,0.6,-,0.6,0.3,0.6,0.5,0.5,59.4,112.7,-,80.2,1710372716
CUSZZC,JEEJUR,u0000408,,,u0000408@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/24 (Classes 7460/7511),9.7,12.8,3.9,2.8,1.7,37.8,0.2,0.4,0.5,0.2,0.5,0.4,0.3,0,0.2,0.5,38.2,-,-,63.7,1710372716
YANRVU,VNLDWJ,u0000409,,,u0000409@anu.edu.au,[MyTT] ComA/03 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Supplementary and Deferred Exam,14,6,1.6,2.4,0.6,20.6,-,0.5,0.3,0.3,0.6,-,-,0.2,0.4,0.4,12.7,-,25.2,45.6,1710372716
DLPBFK,BRCDFP,u0000410,,,u0000410@anu.edu.au,[MyTT] ComA/17 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 2 (01) Tue Oct 10 8:00 - 10:00 (CSIT N115/N116),21.6,13.5,3.4,3.4,2.2,31,0.6,0.5,0.4,0.5,0.5,-,0.5,0.3,0.4,0.5,88.1,-,-,73.7,1710372716
FWQSTR,TYBEFM,u0000411,,,u0000411@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/23 (Classes 7460/7511);Lab 8 Option 1 (02) Mon Oct 16 14:00 - 16:00 (HN 1.24),12.6,13,4.2,3.1,2.3,33.3,0.6,0.5,0.2,-,0.6,0.5,0.2,0.4,0.6,0.5,63.5,111.5,-,67.2,1710372716
GJKUOK,EPFUVJ,u0000412,,,u0000412@anu.edu.au,[MyTT] ComA/12 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 1 (02) Mon Oct 16 14:00 - 16:00 (HN 1.24),18.6,9.8,3.4,3.3,2.1,21.4,0.6,0.5,0.3,0.5,0.6,0.5,0.6,0.4,0.3,0.5,75.6,-,-,57.2,1710372716
VUTWQM,SKMMON,u0000413,,,u0000413@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/24 (Classes 7460/7511),14.3,8.7,2.2,2.8,2.4,23.9,-,0.4,0.1,0.1,0.5,0.4,0.4,0.3,0.6,0.4,50,-,-,51.2,1710372716
GUWSJD,XZTSML,u0000414,,,u0000414@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/21 (Classes 7460/7511);Lab 8 Option 3 (02) Mon Oct 16 16:00 - 18:00 (HN 1.24),13.3,10.3,3.1,2.9,2.1,34.3,0.4,0.6,0.5,-,0.6,0.3,0.4,0.5,0.5,0.6,71.3,119.2,-,72.5,1710372716
SMRXLY,UOIWKZ,u0000415,,,u0000415@anu.edu.au,[MyTT] ComA/09 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),12.4,12.2,3.3,3,2.1,28.1,0.4,0.6,0.3,0.1,0.6,0.2,0.4,0.4,0.4,0.6,103.4,-,-,65.8,1710372716
LXACRD,AZARVD,u0000416,,,u0000416@anu.edu.au,[MyTT] ComA/13 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),18.3,10.3,3.8,2.2,2.2,35.9,-,0.6,0.6,0.5,0.6,-,-,-,-,-,51.5,-,-,71.2,1710372716
QRMIJL,GGEHFY,u0000417,,,u0000417@anu.edu.au,[MyTT] ComA/05 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Supplementary and Deferred Exam,11.8,7.1,3.3,2.6,2.4,19,-,-,0.3,0.2,0.4,-,0.5,-,0.4,0.5,56.1,-,23.5,41.9,1710372716
WCGBMM,OWHVED,u0000418,,,u0000418@anu.edu.au,[MyTT] ComA/12 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 2 (02) Mon Oct 16 12:00 - 14:00 (HN 1.24),19.5,14.6,4,2.1,2,49.6,-,-,0.6,0.1,0.6,-,0.1,0.4,0.3,-,80.6,-,-,84.9,1710372716
QGAZOX,BZROSA,u0000419,,,u0000419@anu.edu.au,[MyTT] ComA/10 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Supplementary and Deferred Exam,22.7,3.6,4.2,3.1,0.6,-,0.4,0.6,0.3,0.6,0.4,0.5,0.6,0.5,-,-,12.5,-,23.8,33.7,1710372716
OKKEBP,GKETBU,u0000420,,,u0000420@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/21 (Classes 7460/7511);Lab 8 Option 3 (02) Mon Oct 16 16:00 - 18:00 (HN 1.24),11.3,15.3,4.7,2,2,33.6,0.4,0.5,0.5,-,-,-,0.2,-,-,0.6,57.6,104.2,-,73.4,1710372716
KGOPDE,SRMDKU,u0000421,,,u0000421@anu.edu.au,[MyTT] ComA/02 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 3 (02) Mon Oct 16 16:00 - 18:00 (HN 1.24),20.4,13.7,3.9,3.5,2.3,50.9,0.5,0.5,0.5,0.4,0.5,0.6,0.6,0.5,0.4,0.6,103.8,-,-,87.4,1710372716
CTMRZZ,YWCLAJ,u0000422,,,u0000422@anu.edu.au,[MyTT] ComA/01 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),14.4,7.1,1.9,3.3,2,22.7,0.3,0.6,0.5,0.6,0.6,0.4,0.6,0.4,0.5,0.5,50.1,-,-,55.7,1710372716
OKHZBR,RLGXMX,u0000423,,,u0000423@anu.edu.au,[MyTT] ComA/09 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),17,10.4,2.9,3.4,2,26.8,0.5,0.5,0.5,0.5,0.6,0.5,0.6,0.5,0.5,0.5,50,-,-,63.5,1710372716
KAOGQC,XLEQNB,u0000424,,,u0000424@anu.edu.au,[MyTT] ComA/20 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),14.7,11.3,4.7,3.1,2.1,45.7,0.4,0.5,0.3,0.6,0.5,0.6,0.5,0.4,0.3,0.5,79.6,-,-,81.7,1710372716
BVVHVV,PHBRKZ,u0000425,,,u0000425@anu.edu.au,[MyTT] ComA/13 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),21.2,13.1,3.3,3.3,2.2,48.8,0.4,0.5,0.5,0.3,0.5,0.5,0.5,0.4,0.4,0.6,53.6,-,-,93.6,1710372717
IFXYKS,ASTKGT,u0000426,,,u0000426@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/25 (Classes 7460/7511),14.6,12.3,3.4,3,2.3,44.8,0.3,0.5,0.6,0.6,0.5,0.5,0.4,0.6,-,0.4,68,-,-,87.1,1710372717
IJEGFD,EKQSEU,u0000427,,,u0000427@anu.edu.au,[MyTT] ComA/18 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),16.6,11.2,4,3.2,1.6,32.1,0.5,0.4,0.3,-,0.5,0.5,-,-,0.3,0.5,44.7,-,-,71.4,1710372717
VAQWTL,LRONGQ,u0000428,,,u0000428@anu.edu.au,[MyTT] ComA/15 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),16.1,11.2,4.3,2.8,2.4,37.2,0.1,0.4,0.5,0.3,0.5,0.4,0.2,0.5,0.3,0.5,51,-,-,69.6,1710372717
FXTGEW,TKERDB,u0000429,,,u0000429@anu.edu.au,[MyTT] ComA/15 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),16.2,10.9,3.9,2.9,2.3,40.5,0.6,0.4,0.5,0.3,0.6,0.4,0.4,0.5,0.2,0.4,71.4,-,-,74.7,1710372717
QHAMUC,NBBATL,u0000430,,,u0000430@anu.edu.au,[MyTT] ComA/13 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 2 (01) Tue Oct 10 8:00 - 10:00 (CSIT N115/N116),20,15.5,4.7,3.3,2.4,37.9,0.3,0.5,0.5,0.5,0.6,0.5,0.6,0.5,0.5,0.6,116.1,117.1,-,77.6,1710372717
SJJJQU,MZVVEV,u0000431,,,u0000431@anu.edu.au,[MyTT] ComA/12 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),14.5,6,4.2,3,2.2,21.2,0.4,0.6,0.4,0.1,0.5,0.4,0.3,0.3,0.2,0.5,89,-,-,56.7,1710372717
JOHMQG,UEKLUL,u0000432,,,u0000432@anu.edu.au,[MyTT] ComA/03 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),22,12.4,3.3,3.1,2.3,40,0.5,0.5,0.5,0.5,0.6,0.5,0.5,-,-,-,89,-,-,80.1,1710372717
AQDJXS,WLXBFZ,u0000433,,,u0000433@anu.edu.au,[MyTT] ComA/01 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 2 (01) Tue Oct 10 8:00 - 10:00 (CSIT N115/N116),14.3,7.1,2.9,1.7,2.2,30.4,-,-,-,-,0.3,0.3,0.3,0.2,-,0.5,67.8,-,-,52.8,1710372717
JFXYXM,KHZGDX,u0000434,,,u0000434@anu.edu.au,[MyTT] ComA/03 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),15.1,13.4,4.7,3.2,2,42.8,0.4,0.6,0.5,0.6,0.5,0,0.6,0.4,-,0.6,64.6,-,-,80.4,1710372717
OADEIZ,OKIXUP,u0000435,,,u0000435@anu.edu.au,[MyTT] ComA/19 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),19.2,11.7,4.2,3.2,2.4,40.7,0.4,0.4,0.5,0.1,0.5,0.5,0.5,0.5,0.5,0.6,51.6,-,-,79.2,1710372717
SZEVWB,UJGYJU,u0000436,,,u0000436@anu.edu.au,[MyTT] ComA/06 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),16.6,12.8,3.8,3.2,2.4,47.1,0.5,0.5,0.3,0.3,0.6,-,0.6,0.4,-,0.6,88.2,-,-,89.5,1710372717
LHGEHY,EXFACL,u0000437,,,u0000437@anu.edu.au,[MyTT] ComA/06 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Supplementary and Deferred Exam,14.6,8.2,3.7,2.4,0,-,0.5,-,-,0.5,0.5,-,-,-,0.4,0.5,0,-,26.1,31.3,1710372717
FQKZTP,BEVMUU,u0000438,,,u0000438@anu.edu.au,[MyTT] ComA/01 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),0,-,-,1.2,1.1,-,0.4,0,0.3,0.4,0.2,-,-,-,-,-,29.4,-,-,2.5,1710372717
XCEJAX,LLFBRN,u0000439,,,u0000439@anu.edu.au,[MyTT] ComA/18 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),12.1,7.5,4.2,2.7,2.1,31.5,0.4,0.6,0.4,0.2,0.6,0.5,0.4,0.4,0.4,0.5,57.8,-,-,60.3,1710372717
ZGMUJO,AMSUPA,u0000440,,,u0000440@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/25 (Classes 7460/7511),15.3,8.4,4.5,3.1,2.3,41.4,0.5,0.4,0.3,0.5,0.5,0.5,0.4,0.6,0.3,-,56.6,-,-,72.6,1710372717
NJISMG,PYYSZE,u0000441,,,u0000441@anu.edu.au,[MyTT] ComA/16 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 3 (01) Thu Oct 12 18:00 - 20:00 (HN 1.24),20,15.1,3.9,3.6,2,20.2,0.5,0.6,0.3,0.6,0.5,0.5,0.3,0.5,0.5,0.5,81.9,-,-,63.1,1710372717
KDWUCB,TWLGMM,u0000442,,,u0000442@anu.edu.au,[MyTT] ComA/18 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 3 (02) Mon Oct 16 16:00 - 18:00 (HN 1.24);Supplementary and Deferred Exam,12.1,10.1,3.1,2.5,0,-,0.5,0.4,0.4,0.1,0.5,0.2,0.4,0.4,0.2,-,0,-,25.3,26.9,1710372717
EBXXOL,HQTYRS,u0000443,,,u0000443@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/21 (Classes 7460/7511);Lab 8 Option 1 (02) Mon Oct 16 14:00 - 16:00 (HN 1.24),23.2,13.6,4.9,3.3,2,38.8,0.5,0.6,0.5,0.5,0.6,0.6,0.5,0.5,0.5,0.6,104.4,101,-,93.9,1710372717
SGKVXX,NPAVJE,u0000444,,,u0000444@anu.edu.au,[MyTT] ComA/07 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),11.2,4.4,3.1,3.1,2.3,24.8,0.5,0.5,0.5,0.2,0.6,-,-,0.3,0,0.5,56.6,-,-,50.4,1710372717
OXIDBO,CARPAY,u0000445,,,u0000445@anu.edu.au,[MyTT] ComA/07 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 3 (02) Mon Oct 16 16:00 - 18:00 (HN 1.24),22.2,15.1,4.2,3.6,2.2,44.5,0.5,0.6,0.5,0.6,0.5,0.6,0.6,0.4,0.3,0.5,82.9,-,-,84.2,1710372717
PTPTQO,CXUMDT,u0000446,,,u0000446@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/24 (Classes 7460/7511);Lab 8 Option 1 (01) Wed Oct 11 16:00 - 18:00 (CSIT N115/N116),15.4,8.9,-,1.7,2.4,34.1,-,0.6,0.4,-,-,0.3,-,0.2,0.3,-,88.6,0,-,61.3,1710372717
ZKQIRB,YKTMYY,u0000447,,,u0000447@anu.edu.au,[MyTT] ComA/07 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),12,9.5,4.3,3.3,2.2,19.8,0.6,-,0.4,0.6,0.6,0.6,0.4,-,0.4,0.5,57.3,-,-,54.4,1710372717
XSOZJI,XWADGI,u0000448,,,u0000448@anu.edu.au,[MyTT] ComA/02 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),21.9,14.7,3.6,3.1,2.2,41.1,0.5,0.6,0.6,0.5,0.5,0.5,0.6,0.4,0.4,0.6,89.2,-,-,83.5,1710372717
ZMNGOD,QGUOAF,u0000449,,,u0000449@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/23 (Classes 7460/7511),22.6,15.1,4.9,3.2,2.2,46.9,0.5,0.5,0.4,0.6,0.5,0.6,0.4,0.5,0.3,0.6,51.8,-,-,86.7,1710372717
CRWODK,IFIHTS,u0000450,,,u0000450@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/24 (Classes 7460/7511);Lab 8 Option 1 (01) Wed Oct 11 16:00 - 18:00 (CSIT N115/N116);Lab 8 Option 2 (02) Mon Oct 16 12:00 - 14:00 (HN 1.24),19,15.6,4,2.9,2.1,29.6,0.5,0.6,0.4,-,-,-,0.6,0.4,0.3,-,53.9,104.9,-,71.3,1710372717
LFGDWN,IOADWF,u0000451,,,u0000451@anu.edu.au,[MyTT] ComA/13 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 3 (02) Mon Oct 16 16:00 - 18:00 (HN 1.24),17.2,11.3,3.7,3,2.2,41.8,0.5,0.5,0.3,0.6,0.5,0.2,0.4,0.6,0.5,0.6,97.1,116.4,-,83.9,1710372717
CBCFWO,QETADU,u0000452,,,u0000452@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/21 (Classes 7460/7511),21.2,9.2,4.6,3.5,2.1,36.6,0.5,0.6,0.4,0.6,0.6,0.4,0.6,0.5,0.3,-,58,-,-,71.5,1710372717
XZZNMQ,GXUUFY,u0000453,,,u0000453@anu.edu.au,[MyTT] ComA/07 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 2 (01) Tue Oct 10 8:00 - 10:00 (CSIT N115/N116),20.9,15.7,3.9,3.2,2.4,42.7,0.4,0.6,0.5,0.5,0.5,0.6,0.6,0.5,0.4,-,103.5,111.6,-,96.2,1710372717
RIUTPA,EROQMR,u0000454,,,u0000454@anu.edu.au,[MyTT] ComA/01 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Supplementary and Deferred Exam,10.7,5.2,2.5,2.3,2.2,23.5,-,-,0.4,-,0.4,0.1,0.3,0.4,0.1,0.6,69.7,-,28.3,46.4,1710372717
SKCTHR,VCHEIR,u0000455,,,u0000455@anu.edu.au,[MyTT] ComA/15 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),20.4,9.6,4.4,2.9,2.1,32.5,0.4,0.6,0.3,0.2,0.5,0.4,0.4,0.6,0.3,0.4,102,-,-,65.8,1710372717
PLMRDW,FRUMOZ,u0000456,,,u0000456@anu.edu.au,[MyTT] ComA/01 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),21.2,13.7,4.8,3.1,2.1,37.7,0.6,0.6,0.4,0.6,0.6,0.3,0.4,0.4,0.4,0.6,73.1,-,-,75.9,1710372717
ERHXKF,MXGWNN,u0000457,,,u0000457@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/21 (Classes 7460/7511),14.7,14.9,3.1,2.9,2.4,31,0.5,0.4,0.5,0.2,0.5,0.5,0.6,0.5,0.5,0.5,86.2,-,-,77.5,1710372717
TFGVXE,SGGMTA,u0000458,,,u0000458@anu.edu.au,[MyTT] ComA/01 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),10.1,11.4,4,2.7,2.1,29.5,0.5,0.5,0.5,0.1,-,0.2,0.5,0.3,0.1,0.5,82,-,-,66,1710372717
DSBQFX,XMCCGI,u0000459,,,u0000459@anu.edu.au,[MyTT] ComA/06 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),20.2,12.7,4.5,3,2.1,38.2,0.5,0.5,0.6,0.3,0.5,0.5,0.4,0.5,0.5,0.6,52.3,-,-,89.1,1710372717
AFFCAG,LHWOFD,u0000460,,,u0000460@anu.edu.au,[MyTT] ComA/13 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 3 (01) Thu Oct 12 18:00 - 20:00 (HN 1.24);Supplementary and Deferred Exam,21.2,8,3.1,3,2.3,17.9,0.3,0.5,0.4,0.2,0.6,0.6,0.4,0.5,0.4,-,56.6,113.6,31.5,59.7,1710372717
FNABMB,FRVLCK,u0000461,,,u0000461@anu.edu.au,[MyTT] ComA/17 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 3 (02) Mon Oct 16 16:00 - 18:00 (HN 1.24),20.1,16,4.7,3.2,2.1,46.9,0.6,0.6,0.5,0.5,0.6,0.4,0.5,0.3,0.4,-,62.9,-,-,87.9,1710372717
PJDZAA,KPZYLV,u0000462,,,u0000462@anu.edu.au,[MyTT] ComA/02 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 2 (02) Mon Oct 16 12:00 - 14:00 (HN 1.24);Lab 8 Option 3 (02) Mon Oct 16 16:00 - 18:00 (HN 1.24),11.6,10.3,3.5,3.5,2.2,45.5,0.4,0.4,0.5,0.5,0.1,0.4,0.6,0.5,0.4,0.5,109.9,114,-,73.4,1710372717
